X,Y,OBJECTID,NAME,ID,LONG_DD,LAT_DD,LONG_DMS,LAT_DMS,SECTOR,STATE,COUNTY,PHYS_ADD,CITY,ZIP_CODE,CONTACT,CONTACT2,SITE_DESC,SITE_DESC2,SITE_DESC3,FACIL_TYPE,OIL_TYPES,PROB_RISK,MAX_RISK,MAX_RISK2,WORST_CASE,WORST_CASE2,GRP_MAP,Signature
-66.104637146297904,18.427246188929654,45,PREPA Puerto Nuevo,R-24,-66.104637,18.427246,"66° 6' 16.694"" W","18° 25' 38.086"" N",San Juan,Puerto Rico,San Juan,Mercado Central Ave. Zona Porturia Rd. PR-28,Puerto Nuevo,72127,Hector Castillo: Office:  787-277-7407, ,"The San Juan Plant Fuel Oil Transfer Facility is located on the South side of San Juan Bay, at Terminal ""A"" and ""B"" in the Puerto Nuevo Pier. The land access to the facility is from the Navy Access Road, adjacent to the former Army Terminal.","This is an onshore electric power generation facility with four No. 6 fuel oil-fired generating units. There is no underground oil storage. The fuel oil is received by ships, barges or by pipelines from the Palo Seco Power Plant","or the Caribbean Petroleum Corp. refinery. The total aboveground oil storage capacity is 9,390,646 gallons.",154 Facility,Grade Type No 6 oil (Bunker C) and Grade Type No 2 (light distillate oil),"The average most probable discharge is 1 percent (47 Bbl) of the worst case discharge or 50 Bbl which ever is less.  Since 47 Bbl is less than 50 Bbl, 47 Bbl will be used as the planning volume and is the SJPP's average most probable discharge.","The Maximum most probable discharge is 10 percent (469 Bbl) of the worst case discharge or 1200 Bbl which ever is less.  Since 469 Bbl is less than 1200 Bbl, 469 Bbl will be used as the planning volume and is the SJPP's maximum most probable discharge.", ,"The SJPP receive fuel oil shipment in Puerto Nuevo Pier.  The transfer facility is capable of unloading two 90,000 Bbl. Barges simultaneously or one 250,000 Bbl. Ship. Both Bunker C and light distillate oil can be transferred to this facility.","The facility's worst case discharge is 4,690 Bbl.",PR-12,
-66.754100351571282,18.001498425820948,46,PREPA Costa Sur,R-21,-66.754100,18.001498,"66° 45' 14.761"" W","18° 0' 5.394"" N",San Juan,Puerto Rico,Guayanilla, ,Playa, , , ,Natural Gas Power Plant, , , , , , , , , ,PR-46,
-81.12665246260444,32.111702270274158,47,"Colonial Terminals, Inc. - GKT",Plant 3,-81.126652,32.111702,"81° 7' 35.949"" W","32° 6' 42.128"" N",Savannah,Georgia,Chatham,509 Foundation Drive,Garden City,31408,"Colonial Terminals 912-236-1331(24 hrs), 912-443-6553 or 912-663-9654", ,Kaolin Clay Storage and GKT dock, , , ,"NOS 2-6 Oil (No Crude Oil), Gasoline/Blend stock",50 BBLS,1200 BBLS, ,"150,270 BBLS", ,GA-3,
-81.118366632392437,32.099975156988172,48,"Colonial Terminals, Inc",Plant 1,-81.118367,32.099975,"81° 7' 6.120"" W","32° 5' 59.911"" N",Savannah,Georgia,Chatham,101 N LATHROP AVE,Savannah,31415,"Colonial Terminal, Inc. 912-236-1331 (24 hrs), 912-443-6553 or 912-663-9654", ,"Oil, petroleum, bulk stations and terminals. Petroleum and chemical storage and dock #1", , , ,NOS 2-6 Oil (No Crude oil) and Gasoline/blend stock,50 BBLS,1200 BBLS, ,"150,270 BBLS", ,GA-4,
-81.110797929068383,32.095031192810247,49,"Colonial Terminals, Inc",Plant 2,-81.110798,32.095031,"81° 6' 38.873"" W","32° 5' 42.112"" N",Savannah,Georgia,Chatham,373 North Latrhop,Savannah,31415,"Colonial Terminals, Inc 912-236-1331 (24 hrs), 912-443-6553 or 912-663-9654", ,Petroleum and chemical storage and dock #3, , , ,"NOS 2-6 Oil ( No Crude Oil), Gasoline/blend stock",50 BBLS,1200 BBLS, ,"150,270 BBLS", ,GA-4,
-66.765678480350132,18.011546071099513,50,Demaco Corporation,R-11,-66.765678,18.011546,"66° 45' 56.443"" W","18° 0' 41.566"" N",San Juan,Puerto Rico,Guayanilla,Road 127 Km 27.5,Guayanilla,00656,Francisco Andujar: (QI) Office: 787-835-2315 Cell: 787-312-6902, ,"DEMACO Corporation is located in southern Puerto Rico at the Bay of Guayanilla.  The Bay is approximately 14 nautical miles west of the Port of Ponce.  The main entrance to the facility is at Road 127, KM 13.5, and north of Playa de Guayanilla. The","town of Guayanilla is about 3 kilometers due west of the facility.  If traveling from Ponce, exit at Salida 213, in Tallaboa; make right turn at Road 127.  Demaco is about 5 miles to the west.  If traveling from Mayaguez, exit 207, in Magas Arriba, make",a left turn at Road 127.  Demaco is about 2 miles to the south-east.  DEMACO receives hydrocarbons and caustic soda from vessel tankers and barges.  They store these products and distribute them throughout the island in DOT approved cargo tanks., ,"Acetone, Exxsol D40, Heptane, Hexane, Isopropanol, Methanol, Toluene, Varsol 1, Sodium Hydroxide solution",The average most probable discharge is 1 percent (100 Bbls.) of the worst case discharge or 50 Bbls. which ever is less.,"The Maximum most probable discharge is 10 percent (1,000 Bbls.) of the worst case discharge or 1200 Bbls. which ever is less.", ,"The facility's worst case discharge is 10,000 Bbls.", ,PR-46,
-66.731291910911821,17.987612846040978,51,BTB Corporation - PROCARIBE - PLACCO,R-04,-66.731292,17.987613,"66° 43' 52.651"" W","17° 59' 15.406"" N",San Juan,Puerto Rico,Peñuelas, ,Encarnación, ,Felix Lopez (QI) Office: 787-836-4306 Cell: 787-467-7496, ,"BTB is 6.7 nm west of the Port of Ponce, in the S coast of Puerto Rico. The road leading into the main entrance to this facility is a dirt road which commences at the intersection of Rd 127 and at the end of Rd 385 W (a distance of one km). Traveling"," from Ponce to Guayanilla, you must exit at ""Salida 214"" towards Rd 385. At Rd 385, make a left turn, and travel south for about 1/2 km.  Rd 385 ends at the intersection of Rd 127. The entrance to this facility is directly in front of Rd 385 where there","is a gate that leads into this facility via a dirt road. BTB operates with 2 tanks with a total capacity of 2,334,257 gal of bitumen, and one tank for the storage of diesel not to exceed 1,000 gal to be used for maintaining the bitumen in a liquid state.", ,Bitumen,The average most probable discharge is 1 percent (50 Bbls.) of the worst case discharge or 50 Bbls. which ever is less.,The Maximum most probable discharge is 10 percent (857 Bbls.) of the worst case discharge or 1200 Bbls. which ever is less., ,"The facility's worst case discharge is 36,357 Bbls.", ,PR-59,
-66.761742131945383,17.972717049285016,52,EcoElectrica,R-13,-66.761742,17.972717,"66° 45' 42.272"" W","17° 58' 21.781"" N",San Juan,Puerto Rico,Peñuelas, ,Tallaboa Poniente, , , ,"EcoEléctrica is an integrated facility that includes a 540 MW power plant, the only liquefied natural gas terminal (LNG) in Puerto Rico , with one of the largest LNG tanks in the world, and a desalination plant.", , , , , , , , , ,PR-58,
-66.762788780642509,17.980722066796591,53,Peerless Oil & Chemicals,R-18,-66.762789,17.980722,"66° 45' 46.040"" W","17° 58' 50.599"" N",San Juan,Puerto Rico,Peñuelas, ,Tallaboa Poniente, ,"Mirnim Rivera: 787-836-1286, 787-299-8864", ,"Peerless Oil & Chemicals Inc. is located in the municipality of Peñuelas, in the south. Access to these facility through road PR-337 with PR-127.", , , ,"Diesel, Fuel Oil, Gasoline,",The average most probable discharge is 1% around 2100 Gal.,"The Maximum most probable discharge is 10 percent (22,300 Bbls.) of the worst case discharge or 936,632Bbls. which ever is less", ,"The facility's worst case discharge is 936,632 Bbls.", ,PR-58,
-66.762967280381034,17.994630243714532,54,"Commonwealth Oil Refining Company, Inc. (CORCO)",R-09,-66.762967,17.994630,"66° 45' 46.682"" W","17° 59' 40.669"" N",San Juan,Puerto Rico,Peñuelas,Road 127 Km 17.3,Penuelas,00624,Roberto Gratacos (QI) Office: 787-840-4989 Cell: 787-312-2569, ,"CORCO is located in a rural area (Tallaboa Poniente Ward).  The main entrance to the facility is at Road 127, KM 17.3.  If traveling from Ponce on Highway2, exit Salida 214, in Tallaboa Encarnacion; make a right at Road 127.  CORCO is about 3 miles to","the West.  If traveling from Mayaguez, exit Salida 207, in Magas Arriba, make a left turn at the bridge overpass and then a right turn on Road 127.  CORCO is about 12 miles to the South-East.  CORCO operates 2 docks in Guayanilla Bay where they receive","gasoline, diesel and propane from tank vessels and barges for storage and subsequent transportation by cargo tanks to island customers.", ,"Gasoline, Diesel, LPG (Propane)","The average most probable discharge is 1 percent (5,000 Bbls.) of the worst case discharge or 50 Bbls. which ever is less.","The Maximum most probable discharge is 10 percent (50,000 Bbls.) of the worst case discharge or 1200 Bbls. which ever is less.", ,"The facility's worst case discharge is 500,000 Bbls.", ,PR-58,
-66.766739006221741,18.004910265626748,55,Betteroads Asphalt Corporation,R-02,-66.766739,18.004910,"66° 46' 0.260"" W","18° 0' 17.677"" N",San Juan,Puerto Rico,Guayanilla, ,Magas, ,"Mario Emmanuelli (QI) Office: 787-836-1715, Cell: 787-397-3800", ,"The Guayanilla Asphalt Terminal is located on the South side of Puerto Rico at the Port of Guayanilla.  Betteroads address is: State Road, PR 127, K.m. 13.8, Magas Ward, Guayanilla, PR 00656.  The facility utilizes a 1,121 foot pier which has","a 10 foot wide roadway that leads to the main breasting dolphin.  The transfer of material is by means of one 8"" and one 12"" steel pipelines that connect to storage tanks outside of the pier facilities.", , ,Liquid Asphalt,The average most probable discharge is 1 percent (15 Bbls.) of the worst case discharge or 50 Bbls. which ever is less.,The Maximum most probable discharge is 10 percent (150 Bbls.) of the worst case discharge or 1200 Bbls. which ever is less., ,"The facility's worst case discharge is 1,500 Bbls.", ,PR-46,
-80.120617093578417,26.095088752818828,56,Port Everglades - Berths 1-6 (Bunkering via barge),MIA-R7,-80.120617,26.095089,"80° 7' 14.222"" W","26° 5' 42.320"" N",Miami,Florida,Broward,1850 Eller Drive (North Port),Fort Lauderdale,33316,"FL State Watch Office 800-320-0519; FDEP 561-393-5877 (w) or 954-658-4506 (24 hr); Broward County Port Everglades (Harbor Master) 954-410-5074; Cliff Berry, Inc. 800-899-7745 (24hrs)", ,Broward County Port Everglades, , ,"Cruise, General Cargo, Lay-in","Bunker, Diesel",Overflow of tanks during bunkering operations (500-1000 gals).,Puncture of ship fuel tank caused from collision (total capacity discharge)., ,"200,000 gals", ,SFL-52,
-81.800530007007765,24.566321602366376,57,USCG KW Pier D-2-N,KW-R2,-81.800530,24.566322,"81° 48' 1.908"" W","24° 33' 58.758"" N",Key West,Florida,Monroe,100 Trumbo Road,Key West ,33040,"FL State Watch Office 800-320-0519; FWC Non-Game Biologist 561-625-5122; National Response Center 800-424-8802; NASKW Port OPS 305-293-4755; Naval Air Station (Natural Resource Manager) 305-293-2911; Fire Dept. 305-293-3333","Key West Pipeline (Terminal Manager) 305-294-4812, 305-522-9826 or (President) 713-627-1700, 713-829-0065","Key West Pipeline Co. 1 Boom Boat, 5 Utility Boats, 1-PWC, 2 - Vaccuum Trucks, 3 - 5 Ton Trucks, 2000' Sorbent Boom, 260 Sorbent Rolls", , , , ,"Spill, Pipeline", , , , ,SFL-5,
-81.810785498583101,24.550022326877855,58,Navy Mole Pier and NASKW Truman Annex,KW-R1,-81.810785,24.550022,"81° 48' 38.828"" W","24° 33' 0.080"" N",Key West,Florida,Monroe,601 Howard England Way,Key West ,33040,"FL State Watch Office 800-320-0519; FWC Non-Game Biologist 561-625-5122; National Response Center 800-424-8802; NASKW Port OPS 305-293-4755; Naval Air Station (Natural Resource Manager) 305-293-2911; Fire Dept. 305-293-3333", ,"Solid Bulkhead Pier, Enclosed Harbor. 1 Boom Boat, 5 Utility Boats, 1-PWC, 2 - Vaccuum Trucks, 3 - 5 Ton Trucks, 2000' Sorbent Boom, 260 Sorbent Rolls","Nearest available resources: NAS Key West Port Operations, Personnel - NAVY - 30, POC - Port OPS Officer - (305) 293-4755, Env Dir - (305) 293-2911. Boom Type II 10,900' Belt Skimmer #1/ Type I - Perm, 500'", , , ,"visiting ships, fueling trucks", , , , ,SFL-5,
-81.796513705847801,24.566192069343245,59,Navy Fuel Farm & Key West Pipeline,KW-R3 ,-81.796514,24.566192,"81° 47' 47.449"" W","24° 33' 58.291"" N",Key West,Florida,Monroe,Mustin St & Whiting Ave (Naval Air Station Trumbo Point),Key West,33040,"Key West Pipeline 305-522-9826; Naval Air Station (Natural Resource Manager) 305-293-291", ,Potential water intakes, , , , , , , , , ,SFL-5,
-85.47769676893779,30.032656337994563,60,Allanton Eastern Shipyard,MOB-R1,-85.477697,30.032656,"85° 28' 39.708"" W","30° 1' 57.563"" N",Mobile,Florida,Bay,13300 Allanton Road,Panama City,32404 ,(850) 522-7400, , , , , , , , , , , ,WFL-37,
-87.225296970965985,30.404968560523152,61,RK Allen Oil ,MOB-R3,-87.225297,30.404969,"87° 13' 31.069"" W","30° 24' 17.887"" N",Mobile,Florida,Escambia,723 West Main Street ,Pensacola ,32502,"(850) 454-1347; rkallenoil.com‎", , , , , , , , , , , ,WFL-7,
-87.230865584293099,30.566107990653659,62,Gulf Power Crist Generator Plant,MOB-R4,-87.230866,30.566108,"87° 13' 51.116"" W","30° 33' 57.989"" N",Mobile,Florida,Escambia,11999 Pate Street,Pensacola ,32514,(850) 429-2200, , , , , , , , , , , ,WFL-8,
-88.122556840627865,30.530314901450634,63,Martin Gas,MOB-R10 ,-88.122557,30.530315,"88° 7' 21.205"" W","30° 31' 49.134"" N",Mobile,Alabama,Mobile,7770 Rangeline Rd,Theodore,36582, , , , , , , , , , , , ,AL-12,
-88.061021505250508,30.766717318979179,64,ARC/NUSTAR,MOB-R9 ,-88.061021,30.766717,"88° 3' 39.677"" W","30° 46' 0.182"" N",Mobile,Alabama,Mobile,200-500 Viaduct Road,Mobile ,36611,"Nustar Energy (251) 456-8491; Arc Terminal (251) 452-4255 ‎", , , , , , , , , , , ,AL-15,
-88.056488913550666,30.790114128049538,65,Shell Chemical,MOB-R8 ,-88.056489,30.790114,"88° 3' 23.360"" W","30° 47' 24.411"" N",Mobile,Alabama,Mobile,400 Industrial Pkwy,Saraland,36571,(251) 675-7040, , , , , , , , , , , ,AL-15,
-88.491903086348245,30.343344710290314,66,Chevron Refinery,MOB-R7 ,-88.491903,30.343345,"88° 29' 30.851"" W","30° 20' 36.041"" N",Mobile,Mississippi,Jackson,250 Industrial Rd ,Pascagoula,39581,(228) 938-4600, , , , , , , , , , , ,AL-1,
-86.138778757146511,30.491543690164608,67,Murphy Oil,MOB-R2 ,-86.138779,30.491544,"86° 8' 19.604"" W","30° 29' 29.557"" N",Mobile,Florida,Walton,424 Madison Street,Freeport,32439,Charles Walter 850-835-4123, , , , ,Bulk Oil Facility,"Fuel oil, gas, diesel", , , , , ,WFL-23,
-87.331771750140206,30.332397990242313,68,NAS Fueling Dock,MOB-R6,-87.331772,30.332398,"87° 19' 54.378"" W","30° 19' 56.633"" N",Mobile,Florida,Escambia,Fuel Farm Rd (off Radford Blvd),Pensacola,32508,NAS - Natural Resource Manager (Mark Gibson) 850-554-5650, , , , , , , , , , , ,WFL-5,
-87.247754121840316,30.601355603846862,69,Ascend Performance Materials Chemical Plant,MOB-R5 ,-87.247754,30.601356,"87° 14' 51.915"" W","30° 36' 4.880"" N",Mobile,Florida,Escambia,3000 Old Chemstrand Road ,Cantonment,32533,(850) 968-7000, , , , , , , , , , , ,WFL-8,
-81.588425378862752,29.627363052711772,70,FP&L Natural Gas Power Plant,JAX-R1 ,-81.588425,29.627363,"81° 35' 18.331"" W","29° 37' 38.507"" N",Jacksonville,Florida,Putnam,392 US Highway 17 South,Palatka ,32131,"Bob Coleman: 904-254-2350, bob_coleman@fpl.com", , , , , ,4 million gallons of fuel oil on site, , , , , ,STJ-17,
-80.317782990975132,25.440019714121821,71,Turkey Point Channel (area),MIA-R1,-80.317783,25.440020,"80° 19' 4.019"" W","25° 26' 24.071"" N",Miami,Florida,Miami-Dade,9760 SW 344th St.,Miami,33035,"FL State Watch Office (800) 320-0519; Cliff Berry, Inc. 800-899-7745 (24hr); FDEP 561-393-5877 (w) or 954-658-4506 (24hr); Biscayne National Park (Superintendent( 305-247-2044; FWC Non-Game Biologist 561-625-5122","Allison Palmer 2 /Amanda Bourque 1- Bisc NP (305)-230-1144 X3081 (1) X3020 (2); Amanda_bourque@nps.gov/allison_palmer@nps.gov","Turkey Point barge runs regularly and has been known to have groundings, potentially causing spills. Fuel barges are double-hulled and traveling at slow speeds through narrow channel/canal.", , ,Waterway to Nuclear/Fossil Fuel Power Plant,Heavy fuel.,Portable Deck tanks are knocked overboard (50-150 gals).,Tug grounds and punctures fuel tank., ,1000-5000 gals of diesel., ,SFL-43,
-80.166694657026198,25.769948619701918,72,"Port of Miami, Biscayne Bay",MIA-R2,-80.166695,25.769949,"80° 10' 0.101"" W","25° 46' 11.815"" N",Miami,Florida,Miami-Dade,1015 N. America Way,Miami,33132,"FL State Watch Office 800-320-0519; Miami-Dade County Environmental Resources Mgt Mike Graham, Clean-ups, 701 NW 7 St. CT, Miami FL 305-372-6700; FWC Non-Game Biologist 561-625-5122; Cliff Berry, Inc. 800-899-7745 (24hr)","FDEP 561-393-5877 (w) or 954-658-4506 (24hrs); Port of Miami (Security annd Safety) 305-347-5387 (w) or 305-347-4800 (operator)","Large commercial vessel traffic, Fisher Island, large yachts and excursion vessels. Numerous large commercial vessels entering into port. Fisher Island, Lummus Island docks.", , ,"Cruise Terminals (north side Dodge Is.), Container Terminals (south side Lummus/Dodge Is.), Liquid Bulk (Fisher Is.), Fisher Is. Ferry, Bayside Marina","Bunker, Diesel",Overflow of tanks durning bunkering operations (500-1000 gals),1. Puncture of ship fuel tank caused from collision (total capacity discharge) or 2. Puncture of tank ship cargo tank from collision with large commercial ship., ,"1. Scenario could result in approx. 200,000 gals or 2. Scenario could result in approx. 20,000 bbls or 840,000 gals", ,SFL-49,
-80.116632221775305,26.087879227824558,73,"Port Everglades - Berths 16-22, 23-27 (Bunkering via barge)",MIA-R4,-80.116632,26.087879,"80° 6' 59.876"" W","26° 5' 16.365"" N",Miami,Florida,Broward,1850 Eller Drive (Mid Port),Fort Lauderdale,33316,"FL State Watch Office 800-320-0519; FDEP 561-393-5877 (w) or 954-658-4506 (24 hr); Broward County Port Everglades (Harbor Master) 954-410-5074; Cliff Berry, Inc. 800-899-7745 (24hrs)", ,Broward County Port Everglades, , ,Cruise Terminals,"Bunker, Diesel",Overflow of tanks during bunkering operations (500-1000 gals).,Puncture of ship fuel tank caused from collision (total capacity discharge)., ,"200,000 gals", ,SFL-52,
-80.11588905362558,26.071667249801791,74,"Port Everglades - Petroleum Piers Berths 29, 30-33C (Bunkering via barge)",MIA-R3,-80.115889,26.071667,"80° 6' 57.201"" W","26° 4' 18.002"" N",Miami,Florida,Broward,1850 Eller Drive (South Port),Fort Lauderdale,33316,"FL State Watch Office 800-320-0519; FDEP 561-393-5877 (w) or 954-658-4506 (24 hr); Broward County Port Everglades (Harbor Master) 954-410-5074; Cliff Berry, Inc. 800-899-7745 (24hrs)", ,Broward County Port Everglades., , ,Container Transfer/RO-RO,"Bunker, Diesel",Overflow of tanks during bunkering operations (500-1000 gals).,Puncture of ship fuel tank caused from collision (total capacity discharge)., ,"200,000 gals", ,SFL-52,
-80.120431387554675,26.090973302457236,75,Port Everglades - Berths 14-15 (Bunkering via barge),MIA-R5,-80.120431,26.090973,"80° 7' 13.553"" W","26° 5' 27.504"" N",Miami,Florida,Broward,1850 Eller Drive (North Port),Fort Lauderdale,33316,"FL State Watch Office 800-320-0519; FDEP 561-393-5877 (w) or 954-658-4506 (24 hr); Broward County Port Everglades (Harbor Master) 954-410-5074; Cliff Berry, Inc. 800-899-7745 (24hrs)", ,Broward County Port Everglades, , ,"Container, RO-RO, Cement","Bunker, Diesel",Overflow of tanks during bunkering operations (500-1000 gals).,Puncture of ship fuel tank caused from collision (total capacity discharge)., ,"20,000 gal.", ,SFL-52,
-80.122607291327441,26.091753598904276,76,Port Everglades - Berths 7-13 (Bunkering via barge),MIA-R6,-80.122607,26.091754,"80° 7' 21.386"" W","26° 5' 30.313"" N",Miami,Florida,Broward,1850 Eller Drive (North Port),Fort Lauderdale,33316,"FL State Watch Office 800-320-0519; FDEP 561-393-5877 (w) or 954-658-4506 (24 hr); Broward County Port Everglades (Harbor Master) 954-410-5074; Cliff Berry, Inc. 800-899-7745 (24hrs)", ,Broward County Port Everglades, , ,"Tank Ship (off load), Berth 11 is ITB (off load)","Bunker, Diesel, Berth 11 is LPG (off load)",Overflow of tanks during bunkering operations (500-1000 gals).,Puncture of ship fuel tank caused from collision (total capacity discharge)., ,"200,000 gal.", ,SFL-52,
-80.083247986242796,26.116602364022295,77,Anchorage,MIA-R8,-80.083248,26.116602,"80° 4' 59.693"" W","26° 6' 59.769"" N",Miami,Florida,Broward,Offshore, , ,"FL State Watch Office 800-320-0519; FDEP 561-393-5877 (w) or 954-658-4506 (24 hr); Broward County Port Everglades (Harbor Master) 954-410-5074; Cliff Berry, Inc. 800-899-7745 (24hrs)", ,Anchorage northeast of jetties, , ,Anchorage,"Asst. fuel products (Jet fuel, aviation gasoline, unleaded gasoline, etc.)","1. While maneuvering to anchor a cement ship grounds and punctures fuel tank or 2. While anchored, tank ship is allided into by another ship manuevering to anchor and punctures a tank ship cargo tank.", ,"1. Scenario could result in approx. 200,00 gals or 2. Scenario could result in approx. 20,000 bbls or 840,000 gals.","840,000 gals (20,000 bbls)", ,SFL-52,
-80.052007755307343,26.766970816312593,78,Port of Palm Beach (Bunkering via barge),MIA-R9,-80.052008,26.766971,"80° 3' 7.228"" W","26° 46' 1.095"" N",Miami,Florida,Palm Beach,"One East 11th St., Suite 400",Riviera Beach,33404,"FL State Watch Office 800-320-0519; FDEP 561-393-5877 (w) or 954-658-4506 (24 hr); Port of Palm Beach (Admin) 561-383-4100", ,"Large commercial vessel traffic, large yachts and excursion vessels", , ,"Cruise Terminal (single ship), RO-RO Terminals (south port), Cold storage, Liquid bulk (bunker, molasses), Cement, Yachts","Bunker, Diesel",Overflow of tanks during bunkering operations (500-1000 gals).,Puncture of ship fuel tank caused from collision (total capacity discharge)., ,"20,000 gal.", ,EFL-4,
-81.66472555001404,30.380564177674025,79,Renessenz,JAX-R2,-81.664726,30.380564,"81° 39' 53.012"" W","30° 22' 50.031"" N",Jacksonville,Florida,Duval,590 West 61st Street,Jacksonville,32208-4476,"Tel  +1 904 768 5800; Fax +1 904 768 2200
Tel  +1 904 768 5800", ,Processes: Uses the world’s largest continuous distillation process of crude sulfate turpentine.,They are one of the world’s leading producers of Terpene-based fragrance ingredients and a major producer of flavor ingredients for the oral-care and confectionery markets., , , , , , , , ,EFL-53,
-82.697039454624019,28.96283785583643,80,CRYSTAL RIVER POWER PLANT,STP-R1,-82.697039,28.962838,"82° 41' 49.342"" W","28° 57' 46.216"" N",Saint Petersburg,Florida,Citrus,15760 West Power Line Street,Crystal River,34428,,,,,,,,,,,,,WPFLN-16,
-82.404245551528206,27.797101164632522,81,BIG BEND POWER PLANT,STP-R25,-82.404246,27.797101,"82° 24' 15.284"" W","27° 47' 49.564"" N",Saint Petersburg,Florida,Hillsborough,13031 Wyandette Rd. ,Apollo Beach,33572,,,,,,,,,,,,,WPFLN-30,
-82.442925628748441,27.924267064697631,82,AMALIE OIL,STP-R9,-82.442926,27.924267,"82° 26' 34.532"" W","27° 55' 27.361"" N",Saint Petersburg,Florida,Hillsborough,1601 McCloskey Blvd,Tampa,33605,813-248-1988,,MISLE ID=TAMOIL22,,,,Petroleum,,,,"1,016,000 Gals. (Petroleum)",,WPFLN-29,
-82.435290625264841,27.927151539994892,83,CF INDUSTRIES,STP-R7,-82.435291,27.927152,"82° 26' 7.046"" W","27° 55' 37.746"" N",Saint Petersburg,Florida,Hillsborough,2520 N Guy Verger Blvd,Tampa,33605,813-247-5531,,MISLE ID=TAMLHG01,,,,LHG,,,,LHG Facility,,WPFLN-29,
-82.535063089375583,27.886868569833879,84,CHEMICAL FORMULATORS,STP-R20,-82.535063,27.886869,"82° 32' 6.227"" W","27° 53' 12.727"" N",Saint Petersburg,Florida,Hillsborough,5215 West Tyson Ave,Tampa,33611,813-832-4868,,MISLE ID=TAMCHM14,,,,Caustic Soda,,,,"1,000,000 Gals. (Caustic Soda)",,WPFLN-28,
-82.537470557269046,27.862393085184294,85,CHEVRON,STP-R22,-82.537471,27.862393,"82° 32' 14.894"" W","27° 51' 44.615"" N",Saint Petersburg,Florida,Hillsborough,5500 Commerce Street,Tampa,33616,813-837-1502,,MISLE ID=TAMOIL08,,,,Petroleum,,,,"81,395 bbls. (Petroleum)",,WPFLN-31,
-82.441526345488256,27.932696765192659,86,CITGO,STP-R5,-82.441526,27.932697,"82° 26' 29.495"" W","27° 55' 57.708"" N",Saint Petersburg,Florida,Hillsborough,801 McCloskey Blvd,Tampa,33605,813-247-3429,,MISLE ID=TAMOIL02,,,,Petroleum,,,,446 bbls. (Petroleum),,WPFLN-29,
-82.761971390159218,27.589970623265767,87,EGMONT KEY,STP-R29,-82.761971,27.589971,"82° 45' 43.097"" W","27° 35' 23.894"" N",Saint Petersburg,Florida,Hillsborough,Isolated Island,,,352-563-2088,,MISLE ID=TAMOIL10,,,,Petroleum,,,,"26,000 Gals. (Petroleum)",,WPFLN-39,
-82.545820081627951,27.625520364285194,88,FLORIDA POWER & LIGHT COMPANY,STP-R28,-82.545820,27.625520,"82° 32' 44.952"" W","27° 37' 31.873"" N",Saint Petersburg,Florida,Manatee,12310 Reeder Road,Palmetto,34221,941-722-1163,,MISLE ID=TAMOIL16,,,,Petroleum,,,,"1,042,000 Gals. (Petroleum)",,WPFLN-35,
-82.444196285836355,27.929391544669379,89,GULF SULPHER HOOKERS POINT,STP-R6,-82.444196,27.929392,"82° 26' 39.107"" W","27° 55' 45.810"" N",Saint Petersburg,Florida,Hillsborough,1015 McCloskey Blvd,Tampa,33605,813-248-4949,,MISLE ID=TAMCHM12,,,,Sulphur,,,,"90,000 tons (Sulphur)",,WPFLN-29,
-82.411915805801897,27.901216994196108,90,GULF SULPHER PORT SUTTON,STP-R17,-82.411916,27.901217,"82° 24' 42.897"" W","27° 54' 4.381"" N",Saint Petersburg,Florida,Hillsborough,4388 Pendola Point Road,Tampa,33619,813-248-2074,,MISLE ID=TAMCHM10,,,,Sulphur,,,,"6 X 15,000 tons (Sulphur)",,WPFLN-29,
-82.438052991475899,27.951775482746523,91,HESS,STP-R2,-82.438053,27.951775,"82° 26' 16.991"" W","27° 57' 6.392"" N",Saint Petersburg,Florida,Hillsborough,504 North 19th Street,Tampa,33605,813-248-3994,,MISLE ID=TAMOIL01,,,,Petroleum,,,,"7,188,426 Gals. (Petroleum)",,WPFLN-29,
-82.413837268956954,27.901251789649866,92,KINDER MORGAN Bulk,STP-R16,-82.413837,27.901252,"82° 24' 49.814"" W","27° 54' 4.506"" N",Saint Petersburg,Florida,Hillsborough,4310 Pendola Point Rd,Tampa,33619,813-248-1146,,MISLE ID=TAMCHM08,,,,Caustic Soda,,,,(Caustic Soda),,WPFLN-29,
-82.415703986083656,27.906420670567726,93,KINDER MORGAN TampaPlex,STP-R13,-82.415704,27.906421,"82° 24' 56.534"" W","27° 54' 23.114"" N",Saint Petersburg,Florida,Hillsborough,4801 Port Sutton Road,Tampa,33619,813-248-1971,,MISLE ID=TAMCHM08,,,,LHG,,,,LHG Facility,,WPFLN-29,
-82.432186709701284,27.917256289609995,94,KINDER MORGAN CFPL,STP-R11,-82.432187,27.917256,"82° 25' 55.872"" W","27° 55' 2.123"" N",Saint Petersburg,Florida,Hillsborough,2101 GATX Drive,Tampa,33605,813-248-2148,,MISLE ID=TAMOIL17,,,,Petroleum,,,,"5,040,000 Gals. (Petroleum)",,WPFLN-29,
-82.436708925859591,27.946498964002828,95,MARATHON,STP-R4,-82.436709,27.946499,"82° 26' 12.152"" W","27° 56' 47.396"" N",Saint Petersburg,Florida,Hillsborough,425 South 20th Street,Tampa,33605,,,MISLE ID=TAMOIL19,,,,Petroleum,,,,"5,454,855 Gals. (Petroleum)",,WPFLN-29,
